country,year,region,dependencyRate
Anguila,2018,Caribe,0.383877814
Anguila,2019,Caribe,0.3853091
Anguila,2020,Caribe,0.390770704
Anguila,2021,Caribe,0.411182553
Anguila,2022,Caribe,0.426365525
Anguila,2023,Caribe,0.414409101
Anguila,2024,Caribe,0.405526429
Anguila,2025,Caribe,0.400332838
Anguila,2026,Caribe,0.400075585
Anguila,2027,Caribe,0.403538585
Anguila,2028,Caribe,0.408356935
Anguila,2029,Caribe,0.417899758
Anguila,2030,Caribe,0.430105984
Anguila,2031,Caribe,0.443546444
Anguila,2032,Caribe,0.45796749
Anguila,2033,Caribe,0.47285983
Anguila,2034,Caribe,0.487874776
Anguila,2035,Caribe,0.503588855
Anguila,2036,Caribe,0.518466353
Anguila,2037,Caribe,0.532784402
Anguila,2038,Caribe,0.548853159
Anguila,2039,Caribe,0.563643932
Anguila,2040,Caribe,0.577296793
Anguila,2041,Caribe,0.590468109
Anguila,2042,Caribe,0.601367295
Anguila,2043,Caribe,0.609880686
Anguila,2044,Caribe,0.618405342
Anguila,2045,Caribe,0.627506733
Anguila,2046,Caribe,0.636824965
Anguila,2047,Caribe,0.649036586
Anguila,2048,Caribe,0.662591279
Anguila,2049,Caribe,0.674912751
Anguila,2050,Caribe,0.685820162
Anguila,2051,Caribe,0.69501549
Anguila,2052,Caribe,0.702248573
Anguila,2053,Caribe,0.705678821
Anguila,2054,Caribe,0.706899524
Anguila,2055,Caribe,0.708446741
Anguila,2056,Caribe,0.709569335
Anguila,2057,Caribe,0.70942992
Anguila,2058,Caribe,0.708755255
Anguila,2059,Caribe,0.70933634
Anguila,2060,Caribe,0.710504889
Anguila,2061,Caribe,0.712812424
Anguila,2062,Caribe,0.717884779
Anguila,2063,Caribe,0.725229919
Anguila,2064,Caribe,0.733994305
Anguila,2065,Caribe,0.744638383
Anguila,2066,Caribe,0.757733703
Anguila,2067,Caribe,0.772636473
Anguila,2068,Caribe,0.789001763
Anguila,2069,Caribe,0.806665719
Anguila,2070,Caribe,0.826298952
Anguila,2071,Caribe,0.848644674
Anguila,2072,Caribe,0.872411489
Anguila,2073,Caribe,0.896861672
Anguila,2074,Caribe,0.921688318
Anguila,2075,Caribe,0.946904063
Anguila,2076,Caribe,0.965463221
Anguila,2077,Caribe,0.978482962
Anguila,2078,Caribe,0.989551485
Anguila,2079,Caribe,0.994157672
Anguila,2080,Caribe,0.995313644
Anguila,2081,Caribe,0.996144712
Anguila,2082,Caribe,0.996460438
Anguila,2083,Caribe,0.994553924
Anguila,2084,Caribe,0.992436469
Anguila,2085,Caribe,0.989285409
Anguila,2086,Caribe,0.988721788
Anguila,2087,Caribe,0.989530265
Anguila,2088,Caribe,0.988119841
Anguila,2089,Caribe,0.987247407
Anguila,2090,Caribe,0.986735463
Anguila,2091,Caribe,0.986682177
Anguila,2092,Caribe,0.987411022
Anguila,2093,Caribe,0.987966001
Anguila,2094,Caribe,0.988827884
Anguila,2095,Caribe,0.991116464
Anguila,2096,Caribe,0.993865669
Anguila,2097,Caribe,0.996064603
Anguila,2098,Caribe,0.997902215
Anguila,2099,Caribe,1.002870917
Anguila,2100,Caribe,1.007764339
Antigua y Barbuda,1950,Caribe,0.857680142
Antigua y Barbuda,1951,Caribe,0.851430893
Antigua y Barbuda,1952,Caribe,0.844456553
Antigua y Barbuda,1953,Caribe,0.836217761
Antigua y Barbuda,1954,Caribe,0.827100694
Antigua y Barbuda,1955,Caribe,0.817965329
Antigua y Barbuda,1956,Caribe,0.808779418
Antigua y Barbuda,1957,Caribe,0.799821496
Antigua y Barbuda,1958,Caribe,0.79202497
Antigua y Barbuda,1959,Caribe,0.786344945
Antigua y Barbuda,1960,Caribe,0.783233464
Antigua y Barbuda,1961,Caribe,0.783596158
Antigua y Barbuda,1962,Caribe,0.787600517
Antigua y Barbuda,1963,Caribe,0.793995142
Antigua y Barbuda,1964,Caribe,0.816294849
Antigua y Barbuda,1965,Caribe,0.850440443
Antigua y Barbuda,1966,Caribe,0.880455673
Antigua y Barbuda,1967,Caribe,0.908299804
Antigua y Barbuda,1968,Caribe,0.932584584
Antigua y Barbuda,1969,Caribe,0.951173961
Antigua y Barbuda,1970,Caribe,0.944683075
Antigua y Barbuda,1971,Caribe,0.916675389
Antigua y Barbuda,1972,Caribe,0.887203038
Antigua y Barbuda,1973,Caribe,0.856081784
Antigua y Barbuda,1974,Caribe,0.823443949
Antigua y Barbuda,1975,Caribe,0.789485514
Antigua y Barbuda,1976,Caribe,0.756964505
Antigua y Barbuda,1977,Caribe,0.728325665
Antigua y Barbuda,1978,Caribe,0.702472448
Antigua y Barbuda,1979,Caribe,0.679904878
Antigua y Barbuda,1980,Caribe,0.659400165
Antigua y Barbuda,1981,Caribe,0.639109313
Antigua y Barbuda,1982,Caribe,0.620617688
Antigua y Barbuda,1983,Caribe,0.604754925
Antigua y Barbuda,1984,Caribe,0.596341431
Antigua y Barbuda,1985,Caribe,0.598688185
Antigua y Barbuda,1986,Caribe,0.605407476
Antigua y Barbuda,1987,Caribe,0.611481369
Antigua y Barbuda,1988,Caribe,0.618110836
Antigua y Barbuda,1989,Caribe,0.625940442
Antigua y Barbuda,1990,Caribe,0.633254826
Antigua y Barbuda,1991,Caribe,0.629087985
Antigua y Barbuda,1992,Caribe,0.614087224
Antigua y Barbuda,1993,Caribe,0.600697994
Antigua y Barbuda,1994,Caribe,0.590162933
Antigua y Barbuda,1995,Caribe,0.581274271
Antigua y Barbuda,1996,Caribe,0.573745787
Antigua y Barbuda,1997,Caribe,0.566389561
Antigua y Barbuda,1998,Caribe,0.557827652
Antigua y Barbuda,1999,Caribe,0.548445046
Antigua y Barbuda,2000,Caribe,0.541256547
Antigua y Barbuda,2001,Caribe,0.534685791
Antigua y Barbuda,2002,Caribe,0.525567353
Antigua y Barbuda,2003,Caribe,0.515415072
Antigua y Barbuda,2004,Caribe,0.50464952
Antigua y Barbuda,2005,Caribe,0.492412388
Antigua y Barbuda,2006,Caribe,0.480901718
Antigua y Barbuda,2007,Caribe,0.470977962
Antigua y Barbuda,2008,Caribe,0.462576509
Antigua y Barbuda,2009,Caribe,0.455499619
Antigua y Barbuda,2010,Caribe,0.447361261
Antigua y Barbuda,2011,Caribe,0.43875879
Antigua y Barbuda,2012,Caribe,0.430773288
Antigua y Barbuda,2013,Caribe,0.42372483
Antigua y Barbuda,2014,Caribe,0.418515027
Antigua y Barbuda,2015,Caribe,0.413815707
Antigua y Barbuda,2016,Caribe,0.410194516
Antigua y Barbuda,2017,Caribe,0.408522606
Antigua y Barbuda,2018,Caribe,0.406815439
Antigua y Barbuda,2019,Caribe,0.406078994
Antigua y Barbuda,2020,Caribe,0.407828063
Antigua y Barbuda,2021,Caribe,0.410888493
Antigua y Barbuda,2022,Caribe,0.414467663
Antigua y Barbuda,2023,Caribe,0.417554647
Antigua y Barbuda,2024,Caribe,0.420134842
Antigua y Barbuda,2025,Caribe,0.424627811
Antigua y Barbuda,2026,Caribe,0.430847168
Antigua y Barbuda,2027,Caribe,0.437980086
Antigua y Barbuda,2028,Caribe,0.447115064
Antigua y Barbuda,2029,Caribe,0.458232015
Antigua y Barbuda,2030,Caribe,0.470171601
Antigua y Barbuda,2031,Caribe,0.482358754
Antigua y Barbuda,2032,Caribe,0.494501173
Antigua y Barbuda,2033,Caribe,0.506994724
Antigua y Barbuda,2034,Caribe,0.519313872
Antigua y Barbuda,2035,Caribe,0.529990256
Antigua y Barbuda,2036,Caribe,0.539640903
Antigua y Barbuda,2037,Caribe,0.547939181
Antigua y Barbuda,2038,Caribe,0.554033697
Antigua y Barbuda,2039,Caribe,0.559139729
Antigua y Barbuda,2040,Caribe,0.564738631
Antigua y Barbuda,2041,Caribe,0.570847034
Antigua y Barbuda,2042,Caribe,0.576480269
Antigua y Barbuda,2043,Caribe,0.581090093
Antigua y Barbuda,2044,Caribe,0.585401475
Antigua y Barbuda,2045,Caribe,0.590188622
Antigua y Barbuda,2046,Caribe,0.595154345
Antigua y Barbuda,2047,Caribe,0.600401998
Antigua y Barbuda,2048,Caribe,0.606225193
Antigua y Barbuda,2049,Caribe,0.612660527
Antigua y Barbuda,2050,Caribe,0.619721949
Antigua y Barbuda,2051,Caribe,0.62729156
Antigua y Barbuda,2052,Caribe,0.635453582
Antigua y Barbuda,2053,Caribe,0.643514276
Antigua y Barbuda,2054,Caribe,0.651794314
Antigua y Barbuda,2055,Caribe,0.661433637
Antigua y Barbuda,2056,Caribe,0.670456052
Antigua y Barbuda,2057,Caribe,0.678691328
Antigua y Barbuda,2058,Caribe,0.68783766
Antigua y Barbuda,2059,Caribe,0.697866857
Antigua y Barbuda,2060,Caribe,0.709358573
Antigua y Barbuda,2061,Caribe,0.721662581
Antigua y Barbuda,2062,Caribe,0.733807027
Antigua y Barbuda,2063,Caribe,0.744348764
Antigua y Barbuda,2064,Caribe,0.75288856
Antigua y Barbuda,2065,Caribe,0.763429642
Antigua y Barbuda,2066,Caribe,0.774729371
Antigua y Barbuda,2067,Caribe,0.783619285
Antigua y Barbuda,2068,Caribe,0.791432738
Antigua y Barbuda,2069,Caribe,0.798331022
Antigua y Barbuda,2070,Caribe,0.804682732
Antigua y Barbuda,2071,Caribe,0.810993254
Antigua y Barbuda,2072,Caribe,0.817803442
Antigua y Barbuda,2073,Caribe,0.827392936
Antigua y Barbuda,2074,Caribe,0.839109361
Antigua y Barbuda,2075,Caribe,0.847914994
Antigua y Barbuda,2076,Caribe,0.853541911
Antigua y Barbuda,2077,Caribe,0.857985079
Antigua y Barbuda,2078,Caribe,0.859981
Antigua y Barbuda,2079,Caribe,0.860201359
Antigua y Barbuda,2080,Caribe,0.86112535
Antigua y Barbuda,2081,Caribe,0.861299276
Antigua y Barbuda,2082,Caribe,0.860509098
Antigua y Barbuda,2083,Caribe,0.858585119
Antigua y Barbuda,2084,Caribe,0.856565714
Antigua y Barbuda,2085,Caribe,0.857762992
Antigua y Barbuda,2086,Caribe,0.860795379
Antigua y Barbuda,2087,Caribe,0.86411351
Antigua y Barbuda,2088,Caribe,0.867606938
Antigua y Barbuda,2089,Caribe,0.871309161
Antigua y Barbuda,2090,Caribe,0.874992132
Antigua y Barbuda,2091,Caribe,0.878686786
Antigua y Barbuda,2092,Caribe,0.882702708
Antigua y Barbuda,2093,Caribe,0.886654854
Antigua y Barbuda,2094,Caribe,0.890493572
Antigua y Barbuda,2095,Caribe,0.894576967
Antigua y Barbuda,2096,Caribe,0.898648798
Antigua y Barbuda,2097,Caribe,0.902603328
Antigua y Barbuda,2098,Caribe,0.906296611
Antigua y Barbuda,2099,Caribe,0.90980047
Antigua y Barbuda,2100,Caribe,0.913064361
Argentina,1950,América del Sur,0.543883324
Argentina,1951,América del Sur,0.546392322
Argentina,1952,América del Sur,0.549904108
Argentina,1953,América del Sur,0.554046333
Argentina,1954,América del Sur,0.558249235
Argentina,1955,América del Sur,0.562071204
Argentina,1956,América del Sur,0.5656569
Argentina,1957,América del Sur,0.568753064
Argentina,1958,América del Sur,0.571079135
Argentina,1959,América del Sur,0.573023498
Argentina,1960,América del Sur,0.574596524
Argentina,1961,América del Sur,0.575425088
Argentina,1962,América del Sur,0.575454473
Argentina,1963,América del Sur,0.574958205
Argentina,1964,América del Sur,0.574331641
Argentina,1965,América del Sur,0.573274553
Argentina,1966,América del Sur,0.571587503
Argentina,1967,América del Sur,0.56991607
Argentina,1968,América del Sur,0.568680942
Argentina,1969,América del Sur,0.568090618
Argentina,1970,América del Sur,0.568406165
Argentina,1971,América del Sur,0.569725633
Argentina,1972,América del Sur,0.571902156
Argentina,1973,América del Sur,0.575076401
Argentina,1974,América del Sur,0.57913214
Argentina,1975,América del Sur,0.583864808
Argentina,1976,América del Sur,0.589675903
Argentina,1977,América del Sur,0.596529007
Argentina,1978,América del Sur,0.60387826
Argentina,1979,América del Sur,0.611212075
Argentina,1980,América del Sur,0.618360937
Argentina,1981,América del Sur,0.625270307
Argentina,1982,América del Sur,0.63112545
Argentina,1983,América del Sur,0.635288417
Argentina,1984,América del Sur,0.638090909
Argentina,1985,América del Sur,0.640091777
Argentina,1986,América del Sur,0.641502023
Argentina,1987,América del Sur,0.642246008
Argentina,1988,América del Sur,0.642417848
Argentina,1989,América del Sur,0.641902685
Argentina,1990,América del Sur,0.640659869
Argentina,1991,América del Sur,0.639090359
Argentina,1992,América del Sur,0.637003124
Argentina,1993,América del Sur,0.634247541
Argentina,1994,América del Sur,0.631273806
Argentina,1995,América del Sur,0.627992213
Argentina,1996,América del Sur,0.624265492
Argentina,1997,América del Sur,0.620324314
Argentina,1998,América del Sur,0.616256952
Argentina,1999,América del Sur,0.612236977
Argentina,2000,América del Sur,0.608399451
Argentina,2001,América del Sur,0.60442096
Argentina,2002,América del Sur,0.6001001
Argentina,2003,América del Sur,0.595157683
Argentina,2004,América del Sur,0.589908779
Argentina,2005,América del Sur,0.584885359
Argentina,2006,América del Sur,0.58000356
Argentina,2007,América del Sur,0.575050473
Argentina,2008,América del Sur,0.570741892
Argentina,2009,América del Sur,0.567356825
Argentina,2010,América del Sur,0.564521432
Argentina,2011,América del Sur,0.562739551
Argentina,2012,América del Sur,0.561467767
Argentina,2013,América del Sur,0.560487032
Argentina,2014,América del Sur,0.560256481
Argentina,2015,América del Sur,0.560522914
Argentina,2016,América del Sur,0.560461819
Argentina,2017,América del Sur,0.559727907
Argentina,2018,América del Sur,0.558529258
Argentina,2019,América del Sur,0.555931747
Argentina,2020,América del Sur,0.550207853
Argentina,2021,América del Sur,0.542195201
Argentina,2022,América del Sur,0.533385515
Argentina,2023,América del Sur,0.524243414
Argentina,2024,América del Sur,0.515609562
Argentina,2025,América del Sur,0.507162333
Argentina,2026,América del Sur,0.498602539
Argentina,2027,América del Sur,0.49075079
Argentina,2028,América del Sur,0.483257174
Argentina,2029,América del Sur,0.4750067
Argentina,2030,América del Sur,0.466426313
Argentina,2031,América del Sur,0.458712727
Argentina,2032,América del Sur,0.452389956
Argentina,2033,América del Sur,0.447615474
Argentina,2034,América del Sur,0.445259303
Argentina,2035,América del Sur,0.446605146
Argentina,2036,América del Sur,0.450479239
Argentina,2037,América del Sur,0.45564428
Argentina,2038,América del Sur,0.461846352
Argentina,2039,América del Sur,0.468374908
Argentina,2040,América del Sur,0.475339562
Argentina,2041,América del Sur,0.482708126
Argentina,2042,América del Sur,0.490480959
Argentina,2043,América del Sur,0.498514712
Argentina,2044,América del Sur,0.506562769
Argentina,2045,América del Sur,0.514428735
Argentina,2046,América del Sur,0.521976292
Argentina,2047,América del Sur,0.529139221
Argentina,2048,América del Sur,0.535864413
Argentina,2049,América del Sur,0.542252183
Argentina,2050,América del Sur,0.548344553
Argentina,2051,América del Sur,0.554200947
Argentina,2052,América del Sur,0.559966326
Argentina,2053,América del Sur,0.565790534
Argentina,2054,América del Sur,0.571731985
Argentina,2055,América del Sur,0.577894449
Argentina,2056,América del Sur,0.584347665
Argentina,2057,América del Sur,0.590960026
Argentina,2058,América del Sur,0.597787321
Argentina,2059,América del Sur,0.60488683
Argentina,2060,América del Sur,0.612043798
Argentina,2061,América del Sur,0.619005919
Argentina,2062,América del Sur,0.625807464
Argentina,2063,América del Sur,0.632706523
Argentina,2064,América del Sur,0.640066862
Argentina,2065,América del Sur,0.647844315
Argentina,2066,América del Sur,0.655787647
Argentina,2067,América del Sur,0.663964748
Argentina,2068,América del Sur,0.672439992
Argentina,2069,América del Sur,0.681327045
Argentina,2070,América del Sur,0.690950751
Argentina,2071,América del Sur,0.70131284
Argentina,2072,América del Sur,0.712182581
Argentina,2073,América del Sur,0.724263012
Argentina,2074,América del Sur,0.737459958
Argentina,2075,América del Sur,0.751296043
Argentina,2076,América del Sur,0.765875459
Argentina,2077,América del Sur,0.780123472
Argentina,2078,América del Sur,0.794397473
Argentina,2079,América del Sur,0.810112238
Argentina,2080,América del Sur,0.82655859
Argentina,2081,América del Sur,0.841859341
Argentina,2082,América del Sur,0.855412781
Argentina,2083,América del Sur,0.867153704
Argentina,2084,América del Sur,0.875608385
Argentina,2085,América del Sur,0.878343523
Argentina,2086,América del Sur,0.877384901
Argentina,2087,América del Sur,0.874970496
Argentina,2088,América del Sur,0.871561408
Argentina,2089,América del Sur,0.868598342
Argentina,2090,América del Sur,0.865855455
Argentina,2091,América del Sur,0.863366663
Argentina,2092,América del Sur,0.861214578
Argentina,2093,América del Sur,0.859432101
Argentina,2094,América del Sur,0.858095825
Argentina,2095,América del Sur,0.857258856
Argentina,2096,América del Sur,0.85696578
Argentina,2097,América del Sur,0.857254148
Argentina,2098,América del Sur,0.858128846
Argentina,2099,América del Sur,0.859579504
Argentina,2100,América del Sur,0.861568332
Aruba,1950,Caribe,0.863927782
Aruba,1951,Caribe,0.86506778
Aruba,1952,Caribe,0.865829587
Aruba,1953,Caribe,0.865979314
Aruba,1954,Caribe,0.865802348
Aruba,1955,Caribe,0.865717828
Aruba,1956,Caribe,0.865291834
Aruba,1957,Caribe,0.862535357
Aruba,1958,Caribe,0.855323672
Aruba,1959,Caribe,0.843787849
Aruba,1960,Caribe,0.830428302
Aruba,1961,Caribe,0.819710255
Aruba,1962,Caribe,0.810583174
Aruba,1963,Caribe,0.79795599
Aruba,1964,Caribe,0.78152585
Aruba,1965,Caribe,0.763547063
Aruba,1966,Caribe,0.745898843
Aruba,1967,Caribe,0.734708548
Aruba,1968,Caribe,0.730188489
Aruba,1969,Caribe,0.726388931
Aruba,1970,Caribe,0.72191143
Aruba,1971,Caribe,0.715092242
Aruba,1972,Caribe,0.698108613
Aruba,1973,Caribe,0.67268455
Aruba,1974,Caribe,0.647697151
Aruba,1975,Caribe,0.623701751
Aruba,1976,Caribe,0.600266457
Aruba,1977,Caribe,0.579067647
Aruba,1978,Caribe,0.56157732
Aruba,1979,Caribe,0.547051966
Aruba,1980,Caribe,0.536208212
Aruba,1981,Caribe,0.531043291
Aruba,1982,Caribe,0.52714771
Aruba,1983,Caribe,0.521607518
Aruba,1984,Caribe,0.515472412
Aruba,1985,Caribe,0.506888092
Aruba,1986,Caribe,0.496219575
Aruba,1987,Caribe,0.485434532
Aruba,1988,Caribe,0.477373153
Aruba,1989,Caribe,0.475558668
Aruba,1990,Caribe,0.483896226
Aruba,1991,Caribe,0.502370596
Aruba,1992,Caribe,0.510350704
Aruba,1993,Caribe,0.504222393
Aruba,1994,Caribe,0.497920036
Aruba,1995,Caribe,0.48449862
Aruba,1996,Caribe,0.466720283
Aruba,1997,Caribe,0.453560591
Aruba,1998,Caribe,0.443945587
Aruba,1999,Caribe,0.436690032
Aruba,2000,Caribe,0.433185875
Aruba,2001,Caribe,0.43229869
Aruba,2002,Caribe,0.430773556
Aruba,2003,Caribe,0.42874831
Aruba,2004,Caribe,0.426914871
Aruba,2005,Caribe,0.426365733
Aruba,2006,Caribe,0.427689463
Aruba,2007,Caribe,0.429912269
Aruba,2008,Caribe,0.432602674
Aruba,2009,Caribe,0.435360193
Aruba,2010,Caribe,0.434527189
Aruba,2011,Caribe,0.430477738
Aruba,2012,Caribe,0.428650647
Aruba,2013,Caribe,0.430389553
Aruba,2014,Caribe,0.435161114
Aruba,2015,Caribe,0.442479163
Aruba,2016,Caribe,0.451545507
Aruba,2017,Caribe,0.461243927
Aruba,2018,Caribe,0.471162677
Aruba,2019,Caribe,0.481006086
Aruba,2020,Caribe,0.488789111
Aruba,2021,Caribe,0.493207812
Aruba,2022,Caribe,0.498012483
Aruba,2023,Caribe,0.504988074
Aruba,2024,Caribe,0.512886703
Aruba,2025,Caribe,0.521596909
Aruba,2026,Caribe,0.530453026
Aruba,2027,Caribe,0.539264143
Aruba,2028,Caribe,0.547977805
Aruba,2029,Caribe,0.556728065
Aruba,2030,Caribe,0.565553486
Aruba,2031,Caribe,0.57448554
Aruba,2032,Caribe,0.583648264
Aruba,2033,Caribe,0.593099535
Aruba,2034,Caribe,0.602787077
Aruba,2035,Caribe,0.612209737
Aruba,2036,Caribe,0.621174693
Aruba,2037,Caribe,0.629614472
Aruba,2038,Caribe,0.637508988
Aruba,2039,Caribe,0.644697726
Aruba,2040,Caribe,0.65109843
Aruba,2041,Caribe,0.656900883
Aruba,2042,Caribe,0.661865711
Aruba,2043,Caribe,0.666112125
Aruba,2044,Caribe,0.669665396
Aruba,2045,Caribe,0.672336102
Aruba,2046,Caribe,0.674063504
Aruba,2047,Caribe,0.675073385
Aruba,2048,Caribe,0.675320387
Aruba,2049,Caribe,0.674974859
Aruba,2050,Caribe,0.674276114
Aruba,2051,Caribe,0.67321378
Aruba,2052,Caribe,0.672113121
Aruba,2053,Caribe,0.670815527
Aruba,2054,Caribe,0.669269681
Aruba,2055,Caribe,0.667643726
Aruba,2056,Caribe,0.665783048
Aruba,2057,Caribe,0.663696826
Aruba,2058,Caribe,0.661371469
Aruba,2059,Caribe,0.658575237
Aruba,2060,Caribe,0.655368149
Aruba,2061,Caribe,0.651799381
Aruba,2062,Caribe,0.648180604
Aruba,2063,Caribe,0.645295918
Aruba,2064,Caribe,0.643921375
Aruba,2065,Caribe,0.644932151
Aruba,2066,Caribe,0.648692906
Aruba,2067,Caribe,0.655106604
Aruba,2068,Caribe,0.663680613
Aruba,2069,Caribe,0.673626304
Aruba,2070,Caribe,0.684348106
Aruba,2071,Caribe,0.694874644
Aruba,2072,Caribe,0.704991996
Aruba,2073,Caribe,0.715135515
Aruba,2074,Caribe,0.725338042
Aruba,2075,Caribe,0.735731721
Aruba,2076,Caribe,0.746566236
Aruba,2077,Caribe,0.757824957
Aruba,2078,Caribe,0.769047618
Aruba,2079,Caribe,0.779774487
Aruba,2080,Caribe,0.789621174
Aruba,2081,Caribe,0.797919095
Aruba,2082,Caribe,0.804153323
Aruba,2083,Caribe,0.80810827
Aruba,2084,Caribe,0.809984684
Aruba,2085,Caribe,0.810563564
Aruba,2086,Caribe,0.810145676
Aruba,2087,Caribe,0.80889827
Aruba,2088,Caribe,0.80727911
Aruba,2089,Caribe,0.80546242
Aruba,2090,Caribe,0.803665757
Aruba,2091,Caribe,0.802106023
Aruba,2092,Caribe,0.800872624
Aruba,2093,Caribe,0.799984038
Aruba,2094,Caribe,0.799395025
Aruba,2095,Caribe,0.799178123
Aruba,2096,Caribe,0.799512744
Aruba,2097,Caribe,0.800319254
Aruba,2098,Caribe,0.801582277
Aruba,2099,Caribe,0.803386688
Aruba,2100,Caribe,0.80576539
Bahamas,1950,Caribe,0.8090837
Bahamas,1951,Caribe,0.815451145
Bahamas,1952,Caribe,0.821715534
Bahamas,1953,Caribe,0.828158855
Bahamas,1954,Caribe,0.832717955
Bahamas,1955,Caribe,0.834038019
Bahamas,1956,Caribe,0.833248794
Bahamas,1957,Caribe,0.831550598
Bahamas,1958,Caribe,0.829910755
Bahamas,1959,Caribe,0.822973549
Bahamas,1960,Caribe,0.812440574
Bahamas,1961,Caribe,0.804831266
Bahamas,1962,Caribe,0.799249351
Bahamas,1963,Caribe,0.794722915
Bahamas,1964,Caribe,0.792253613
Bahamas,1965,Caribe,0.791126251
Bahamas,1966,Caribe,0.789416432
Bahamas,1967,Caribe,0.786569953
Bahamas,1968,Caribe,0.782263219
Bahamas,1969,Caribe,0.777454853
Bahamas,1970,Caribe,0.772685468
Bahamas,1971,Caribe,0.768537283
Bahamas,1972,Caribe,0.76536268
Bahamas,1973,Caribe,0.761548638
Bahamas,1974,Caribe,0.755119801
Bahamas,1975,Caribe,0.745010555
Bahamas,1976,Caribe,0.731156111
Bahamas,1977,Caribe,0.714213133
Bahamas,1978,Caribe,0.695065439
Bahamas,1979,Caribe,0.674556613
Bahamas,1980,Caribe,0.653798103
Bahamas,1981,Caribe,0.633953929
Bahamas,1982,Caribe,0.615178883
Bahamas,1983,Caribe,0.597180903
Bahamas,1984,Caribe,0.580266356
Bahamas,1985,Caribe,0.564668596
Bahamas,1986,Caribe,0.550766051
Bahamas,1987,Caribe,0.539202213
Bahamas,1988,Caribe,0.530017674
Bahamas,1989,Caribe,0.523111045
Bahamas,1990,Caribe,0.518752933
Bahamas,1991,Caribe,0.516386986
Bahamas,1992,Caribe,0.516838014
Bahamas,1993,Caribe,0.519407213
Bahamas,1994,Caribe,0.521663189
Bahamas,1995,Caribe,0.523707628
Bahamas,1996,Caribe,0.52563411
Bahamas,1997,Caribe,0.527139664
Bahamas,1998,Caribe,0.52805686
Bahamas,1999,Caribe,0.528113008
Bahamas,2000,Caribe,0.526904225
Bahamas,2001,Caribe,0.524953365
Bahamas,2002,Caribe,0.522345304
Bahamas,2003,Caribe,0.518627822
Bahamas,2004,Caribe,0.514298141
Bahamas,2005,Caribe,0.509982526
Bahamas,2006,Caribe,0.505304992
Bahamas,2007,Caribe,0.498497576
Bahamas,2008,Caribe,0.490749359
Bahamas,2009,Caribe,0.485416472
Bahamas,2010,Caribe,0.480811745
Bahamas,2011,Caribe,0.475545436
Bahamas,2012,Caribe,0.470909506
Bahamas,2013,Caribe,0.466783315
Bahamas,2014,Caribe,0.463159591
Bahamas,2015,Caribe,0.459535241
Bahamas,2016,Caribe,0.455430061
Bahamas,2017,Caribe,0.451064199
Bahamas,2018,Caribe,0.446777016
Bahamas,2019,Caribe,0.442460477
Bahamas,2020,Caribe,0.43808803
Bahamas,2021,Caribe,0.433285654
