country,year,region,cleanEnergy
Santa Lúcia,2000,Caribe,0
Santa Lúcia,2005,Caribe,0
Santa Lúcia,2010,Caribe,0
Santa Lúcia,2015,Caribe,0
Santa Lúcia,2022,Caribe,0
São Vicente e Granadinas,2000,Caribe,30
São Vicente e Granadinas,2005,Caribe,21.42857361
São Vicente e Granadinas,2010,Caribe,20
São Vicente e Granadinas,2015,Caribe,13.33333588
São Vicente e Granadinas,2022,Caribe,23.52941132
Rep. Eslovaca,2000,OCDE,68.55101013
Rep. Eslovaca,2005,OCDE,71.41033936
Rep. Eslovaca,2010,OCDE,72.32337952
Rep. Eslovaca,2015,OCDE,73.40345764
Rep. Eslovaca,2022,OCDE,76.29992676
Eslovênia,2000,OCDE,63.11535645
Eslovênia,2005,OCDE,61.81336975
Eslovênia,2010,OCDE,62.66912842
Eslovênia,2015,OCDE,65.81080627
Eslovênia,2022,OCDE,70.50898743
Coreia do Sul,2000,OCDE,38.90515137
Coreia do Sul,2005,OCDE,38.66536713
Coreia do Sul,2010,OCDE,31.08296585
Coreia do Sul,2015,OCDE,31.48593903
Coreia do Sul,2022,OCDE,33.84223557
Espanha,2000,OCDE,43.0970459
Espanha,2005,OCDE,33.56594849
Espanha,2010,OCDE,52.3001976
Espanha,2015,OCDE,53.58444595
Espanha,2022,OCDE,60.71889877
Suriname,2000,América Latina,73.95832825
Suriname,2005,América Latina,48.52070999
Suriname,2010,América Latina,61.22449112
Suriname,2015,América Latina,25.8064518
Suriname,2022,América Latina,47.8468895
Suécia,2000,OCDE,93.89244843
Suécia,2005,OCDE,92.26446533
Suécia,2010,OCDE,86.04244232
Suécia,2015,OCDE,91.40740967
Suécia,2022,OCDE,90.75261688
T&T,2000,Caribe,0.00000211596489
T&T,2005,Caribe,0.000003457069397
T&T,2010,Caribe,0
T&T,2015,Caribe,0.1044921875
T&T,2022,Caribe,0.1061553955
Reino Unido,2000,OCDE,24.15795898
Reino Unido,2005,OCDE,22.4551239
Reino Unido,2010,OCDE,19.90787125
Reino Unido,2015,OCDE,36.72204971
Reino Unido,2022,OCDE,45.14704514
EUA.,2000,OCDE,27.46087646
EUA.,2005,OCDE,26.78445244
EUA.,2010,OCDE,28.57018089
EUA.,2015,OCDE,31.58773994
EUA.,2022,OCDE,39.13868332
Uruguai,2000,América Latina,92.88537598
Uruguai,2005,América Latina,86.97916412
Uruguai,2010,América Latina,78.95716858
Uruguai,2015,América Latina,75.61862946
Uruguai,2022,América Latina,72.2661438
Venezuela,2000,América Latina,73.75395203
Venezuela,2005,América Latina,73.28019714
Venezuela,2010,América Latina,67.4929657
Venezuela,2015,América Latina,58.81430054
Venezuela,2022,América Latina,77.69903564
,2000,Caribe,9.8
,2005,Caribe,8.6
,2010,Caribe,5.7
,2015,Caribe,4.4
,2022,Caribe,8.5
,2000,América Latina,61.8
,2005,América Latina,55.4
,2010,América Latina,53.8
,2015,América Latina,50.4
,2022,América Latina,58.2
,2000,Mundo,34.3
,2005,Mundo,32
,2010,Mundo,31
,2015,Mundo,31.6
,2022,Mundo,36.2
,2000,OCDE,38
,2005,OCDE,36.4
,2010,OCDE,37.2
,2015,OCDE,38.8
,2022,OCDE,44.8
